,Posted On,"Bedrooms, Halls, Kitchens",Rental Price,Size (ft2),Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Number of Bathrooms,Point of Contact
2627,2022-04-29,2,6000,45,Super Area,"Devli, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2628,2022-04-29,2,10000,600,Super Area,Trilokpuri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2629,2022-05-10,3,15000,800,Super Area,Kadipur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2630,2022-06-08,3,8000,1500,Carpet Area,Cherlopalli TIRUPATI,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2631,2022-07-07,1,10000,30,Super Area,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2632,2022-05-12,1,8500,55,Super Area,Gharoli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2633,2022-06-09,2,25000,900,Carpet Area,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2634,2022-06-22,2,13000,1000,Carpet Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2635,2022-05-27,1,6000,360,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2636,2022-05-06,1,7000,450,Super Area,"Mohan Garden, Razapur Khurd",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2637,2022-05-05,2,22000,900,Super Area,"Gangaram Vatika, Vishnu Garden",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2638,2022-04-29,2,40000,1100,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,Bachelors/Family,2,Contact Owner
2639,2022-05-05,2,22000,700,Super Area,Rohini Sector 7,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2640,2022-04-29,1,4500,400,Super Area,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2641,2022-04-29,3,15000,950,Super Area,Rohini Sector 4,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2643,2022-06-18,2,23000,950,Carpet Area,Ber Sarai,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2644,2022-05-27,3,45000,1100,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2645,2022-05-29,1,15000,497,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2646,2022-04-29,3,13000,100,Super Area,"Viswas Park, Matiala",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2647,2022-05-05,2,10000,70,Super Area,Shakarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2648,2022-05-05,2,10000,55,Super Area,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2649,2022-05-05,1,6500,300,Super Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2650,2022-06-29,1,7000,400,Carpet Area,Mandawali,Delhi,Unfurnished,Bachelors,1,Contact Owner
2651,2022-05-05,2,7000,500,Super Area,Badarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2652,2022-06-08,4,17401,650,Super Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2653,2022-05-18,1,5500,630,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2654,2022-04-29,1,20000,450,Super Area,DS 19,Delhi,Unfurnished,Family,1,Contact Owner
2655,2022-04-29,2,7000,500,Super Area,Mahipalpur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2657,2022-04-29,2,13000,95,Super Area,Shahdara,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2658,2022-07-02,4,60000,272,Carpet Area,Model Town,Delhi,Furnished,Bachelors,3,Contact Agent
2659,2022-05-27,2,17000,800,Carpet Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2660,2022-05-27,2,16000,50,Super Area,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2661,2022-07-05,1,9500,400,Super Area,"Maidan Garhi, Chhattarpur",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2662,2022-04-29,1,5000,450,Super Area,Vikash Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2663,2022-06-18,3,27000,1800,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2664,2022-06-18,3,29000,1800,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2665,2022-06-18,3,29000,2000,Carpet Area,Vivek Vihar Phase 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2666,2022-05-26,4,37000,2700,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
2667,2022-07-04,4,36000,2700,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2668,2022-05-26,3,35000,1800,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2669,2022-05-26,4,42000,2700,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4,Contact Agent
2670,2022-05-26,3,37000,1800,Carpet Area,Preet Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2671,2022-07-04,3,30000,1800,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2672,2022-05-08,3,20000,1200,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2673,2022-06-17,1,8500,600,Carpet Area,Chattarpur Extension,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2674,2022-05-14,1,11000,350,Super Area,Sheikh Sarai,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2675,2022-06-18,2,14000,100,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2676,2022-05-14,3,55000,1800,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2677,2022-06-18,2,25000,900,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2678,2022-05-23,3,20500,1150,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2679,2022-05-31,4,28000,1400,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2680,2022-05-10,1,5000,500,Super Area,Mahavir Enclave Part 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2681,2022-06-18,4,35000,300,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2682,2022-06-18,3,30000,1800,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2683,2022-06-16,1,10000,500,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2684,2022-04-29,1,11000,500,Super Area,Rohini Sector 17,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2685,2022-05-05,2,17000,80,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2686,2022-05-23,2,35000,1000,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2687,2022-06-20,3,30000,1600,Super Area,"Highland Tower, Dwarka Sector 12",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2688,2022-06-07,4,30000,1800,Super Area,Dwarka Sector 22,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
2689,2022-05-27,2,13000,400,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2690,2022-04-29,2,13000,900,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2691,2022-07-07,1,11000,480,Carpet Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2692,2022-05-05,1,13000,180,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,1,Contact Owner
2693,2022-07-09,2,33000,1000,Carpet Area,"Munirka Vihar, Munirka",Delhi,Unfurnished,Bachelors,2,Contact Agent
2694,2022-05-23,3,25000,1120,Super Area,gg1 vikas puri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2696,2022-07-02,3,30000,1200,Carpet Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2697,2022-05-21,1,9000,550,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2698,2022-06-30,2,14500,1400,Super Area,Dilshad Garden,Delhi,Unfurnished,Bachelors,1,Contact Owner
2699,2022-05-27,3,50000,1600,Carpet Area,Vasant Kunj Sector C,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2700,2022-05-16,1,20000,650,Carpet Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2701,2022-04-29,4,15000,120,Super Area,Rohini Sector 38,Delhi,Furnished,Bachelors/Family,4,Contact Owner
2702,2022-06-02,2,7500,450,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2703,2022-07-07,1,13500,520,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2704,2022-06-13,1,14000,850,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2705,2022-06-24,2,18000,850,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2706,2022-05-09,2,14000,585,Carpet Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2707,2022-05-11,3,65000,1600,Carpet Area,East Of Kailash,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2708,2022-05-05,2,22000,950,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2709,2022-04-29,1,4000,120,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2710,2022-05-14,2,10000,500,Super Area,Vinod Nagar East,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2711,2022-05-14,1,7500,200,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
2712,2022-05-05,1,17000,550,Super Area,Ramesh Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2713,2022-07-06,1,18000,650,Carpet Area,Gautam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2715,2022-06-30,1,10000,50,Super Area,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2716,2022-06-08,2,15000,550,Carpet Area,Dori Walan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2717,2022-07-04,2,16500,90,Super Area,DS 19,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2719,2022-05-28,1,7500,150,Carpet Area,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2720,2022-06-26,2,6000,450,Super Area,north chajjupur shahdara,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2721,2022-05-08,2,18000,750,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors,2,Contact Owner
2722,2022-05-22,2,18000,975,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2723,2022-04-29,3,8000,106,Super Area,Burari,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2724,2022-05-05,2,14000,750,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2725,2022-05-10,2,11000,80,Super Area,"Khanpur, Madangir",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2726,2022-05-14,3,25000,96,Super Area,Rohini Sector 11,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2727,2022-04-29,1,9000,500,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2728,2022-05-14,3,47000,1550,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2729,2022-06-07,2,20000,1000,Super Area,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2730,2022-04-29,1,6000,400,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2731,2022-04-29,1,5000,450,Super Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2732,2022-04-29,2,20000,1000,Super Area,"DDA Devdoot Apartment, Vikaspuri",Delhi,Semi-Furnished,Family,1,Contact Owner
2733,2022-04-29,1,10000,450,Super Area,"Khirki extension, Malviya Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2734,2022-07-04,3,15000,100,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2735,2022-05-14,2,13500,550,Carpet Area,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2736,2022-05-10,1,5500,400,Super Area,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2737,2022-05-10,1,14000,60,Super Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2738,2022-04-29,4,18000,900,Super Area,Subhash Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2739,2022-04-27,1,20000,700,Super Area,Rohini Sector 5,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2740,2022-06-28,2,9300,500,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2742,2022-07-04,2,7500,400,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2743,2022-06-27,3,30000,1500,Carpet Area,Sarita Vihar Pocket C,Delhi,Unfurnished,Bachelors,2,Contact Agent
2744,2022-04-29,2,13000,70,Super Area,"IGNOU Road, Saket",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2745,2022-07-01,2,8500,60,Super Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2746,2022-05-24,3,44300,200,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2747,2022-07-04,2,45000,1650,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,2,Contact Agent
2748,2022-06-22,2,30000,1150,Carpet Area,Sarita Vihar Pocket K,Delhi,Unfurnished,Bachelors,2,Contact Agent
2749,2022-05-30,2,40000,1800,Carpet Area,Saket,Delhi,Furnished,Bachelors,2,Contact Agent
2751,2022-05-14,2,12000,900,Super Area,Ashok Vihar Phase 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2752,2022-06-15,2,13500,700,Super Area,Shakarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2753,2022-04-28,2,30000,900,Super Area,Sheikh Sarai Phase 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2754,2022-05-03,1,9500,400,Super Area,New Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2756,2022-05-10,3,30000,2000,Super Area,Rohini Sector 15,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2757,2022-05-14,2,9000,450,Super Area,"Shakarpur Khas, Shakarpur",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2758,2022-06-04,2,13000,400,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
2759,2022-05-14,2,7000,500,Super Area,Vinod Nagar West,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2760,2022-07-09,1,18000,450,Carpet Area,Munirka,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2761,2022-05-14,1,3500,350,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2762,2022-07-03,4,65000,272,Carpet Area,Model Town,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent
2763,2022-06-13,1,19000,545,Super Area,Dwarka,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2764,2022-05-10,2,23000,84,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2765,2022-06-16,1,12000,600,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2766,2022-06-30,2,15000,75,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2767,2022-06-08,3,38000,165,Carpet Area,"Dayanand Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2768,2022-07-04,3,50000,1100,Carpet Area,Shalimar bagh,Delhi,Unfurnished,Bachelors,3,Contact Agent
2769,2022-06-02,1,6500,500,Super Area,Falt,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2770,2022-07-04,3,35000,150,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2771,2022-05-05,2,15000,70,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2772,2022-05-05,3,30000,250,Super Area,Mausam Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2773,2022-05-05,2,10000,70,Super Area,"Khanpur, Madangir",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2774,2022-07-06,1,18000,300,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2775,2022-06-20,3,30000,1800,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2776,2022-05-27,1,16000,400,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2777,2022-05-21,3,22000,1250,Super Area,Cghs apts.,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2778,2022-06-08,2,9000,480,Super Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2779,2022-06-17,2,20200,84,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2780,2022-06-15,2,19500,84,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2781,2022-07-09,2,21000,600,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2782,2022-07-06,2,20000,600,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2783,2022-05-14,2,13000,720,Super Area,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2784,2022-05-27,2,6500,75,Carpet Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2785,2022-04-29,3,25000,1000,Super Area,"Everest Apartment, Kalkaji",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2786,2022-05-19,2,20000,900,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2787,2022-06-28,2,33000,2200,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Family,2,Contact Owner
2788,2022-06-03,3,18000,900,Carpet Area,Mayur Vihar 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2789,2022-05-31,1,13000,550,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2790,2022-04-29,2,10000,450,Super Area,Palam,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2791,2022-04-29,2,10000,470,Super Area,Pul Prahlad Pur,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2792,2022-05-10,3,23000,125,Super Area,"Khirki extension, Malviya Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2793,2022-05-27,1,20000,400,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2795,2022-05-14,3,25000,1500,Carpet Area,"DJA Apartments, Dwarka Sector 13",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2796,2022-05-10,2,21000,80,Super Area,Dwarka Sector 17,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2797,2022-07-04,3,30000,1100,Carpet Area,Dwarka Sector 9,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2798,2022-06-04,2,22000,1000,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2799,2022-04-29,2,14000,800,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2800,2022-05-23,2,7000,50,Super Area,Dwarka Sector 14,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2801,2022-05-23,2,18500,1000,Super Area,"Kishangarh, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2802,2022-05-18,1,8500,550,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent
2803,2022-05-18,1,8000,450,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent
2804,2022-07-05,2,10000,670,Super Area,Ram Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2805,2022-05-14,2,15000,700,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2806,2022-05-05,3,37000,125,Super Area,"Vikram Vihar, Lajpat Nagar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2808,2022-05-18,2,12000,650,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2809,2022-05-18,2,13000,550,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent
2810,2022-05-21,2,22000,84,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2811,2022-06-19,1,4000,90,Super Area,Gopalpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2812,2022-06-04,2,12000,1000,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2813,2022-05-14,1,9000,65,Super Area,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2814,2022-05-05,2,14000,75,Super Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2815,2022-07-06,1,15000,250,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors,1,Contact Agent
2816,2022-05-10,2,12500,900,Super Area,Surya Apartment pocket a11,Delhi,Unfurnished,Bachelors,2,Contact Owner
2817,2022-07-06,3,30000,900,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2818,2022-07-01,2,9500,650,Super Area,Mayur Vihar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2819,2022-05-19,2,15000,900,Super Area,Bhagwati Garden,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2820,2022-05-19,1,12000,800,Super Area,Rohini Sector 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2821,2022-06-30,1,8000,410,Carpet Area,Dwarka Sector 23B,Delhi,Unfurnished,Bachelors,1,Contact Owner
2824,2022-06-24,3,31500,1800,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2825,2022-06-22,2,30000,1400,Carpet Area,"Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2826,2022-05-14,3,60000,1600,Super Area,Greater Kailash,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner
2827,2022-06-04,3,35000,1200,Carpet Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2828,2022-07-03,3,55000,1150,Carpet Area,"Vikram Vihar, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2829,2022-05-05,2,20000,110,Super Area,Karawal Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2830,2022-06-03,1,6500,300,Super Area,"Tagore Garden, Rajouri Garden, Najafgarh Road",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2831,2022-06-23,2,17000,750,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2832,2022-07-09,1,9300,450,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2833,2022-06-30,2,7500,410,Super Area,Ghitorni,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2834,2022-06-08,2,20000,800,Super Area,Janakpuri,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2835,2022-04-29,3,18000,120,Super Area,Bhalswa,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2836,2022-06-20,1,15000,650,Carpet Area,Saket,Delhi,Furnished,Bachelors,1,Contact Agent
2837,2022-05-14,2,13000,400,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
2838,2022-04-29,2,20000,810,Super Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2839,2022-06-22,3,12000,700,Super Area,"Indraprastha Extension, Patparganj",Delhi,Furnished,Bachelors/Family,2,Contact Owner
2840,2022-06-30,2,40000,1125,Super Area,Krishna Park,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2841,2022-06-30,2,8000,600,Super Area,Rohini Sector 7,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
